week,league_name,spread_covered_cat,total_covered_cat,total_cat,draw_cat,draw_result_cat,home_win_last_10_cat,away_win_last_10_cat,game_count
2023-06-05,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-06-12,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2023-06-12,mls,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-06-12,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-06-12,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-06-12,mls,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-06-12,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-06-19,mls,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-06-19,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-06-19,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2023-06-19,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,2
2023-06-19,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,2
2023-06-19,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .5,1
2023-06-19,mls,away_covered_spread,under_covered,3 or more,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-06-19,mls,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 > .5,1
2023-06-19,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-06-19,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-06-19,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2023-06-19,mls,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-06-19,mls,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-06-19,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,2
2023-06-19,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2023-06-19,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .75,1
2023-06-19,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2023-06-19,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-06-19,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-06-19,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2023-06-26,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2023-06-26,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .25,1
2023-06-26,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-06-26,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-06-26,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-06-26,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,3
2023-06-26,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,2
2023-06-26,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2023-06-26,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-06-26,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-06-26,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-03,mls,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-03,mls,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-03,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-03,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-03,mls,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-03,mls,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .5,away win last 10 < .25,1
2023-07-03,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-03,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2023-07-03,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-03,mls,home_covered_spread,over_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-07-03,mls,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-03,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-03,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2023-07-03,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .5,1
2023-07-03,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .5,1
2023-07-03,mls,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-03,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-07-10,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2023-07-10,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-07-10,mls,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .5,1
2023-07-10,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-07-10,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-10,mls,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-10,mls,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-10,mls,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2023-07-10,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-10,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,5
2023-07-10,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2023-07-10,mls,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-07-10,mls,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .5,2
2023-07-10,mls,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-10,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-10,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-10,mls,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-17,womens_worldcup,away_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-17,womens_worldcup,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,4
2023-07-17,womens_worldcup,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-17,womens_worldcup,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,2
2023-07-17,womens_worldcup,home_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-17,womens_worldcup,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-17,womens_worldcup,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-17,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,2
2023-07-24,womens_worldcup,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-24,womens_worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,away_covered_spread,under_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,2
2023-07-24,womens_worldcup,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,2
2023-07-24,womens_worldcup,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-24,womens_worldcup,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,home_covered_spread,over_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,2
2023-07-24,womens_worldcup,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-24,womens_worldcup,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-24,womens_worldcup,home_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-24,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-24,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2023-07-31,womens_worldcup,away_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-07-31,womens_worldcup,away_covered_spread,over_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-07-31,womens_worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2023-07-31,womens_worldcup,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2023-07-31,womens_worldcup,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2023-07-31,womens_worldcup,home_covered_spread,under_covered,3 or more,draw +500 or greater,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,home_covered_spread,under_covered,3 or more,draw +500 or greater,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,home_covered_spread,under_covered,less than 3,draw +500 or greater,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-07-31,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-07-31,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 < .25,1
2023-07-31,womens_worldcup,neither_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-07,champions,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-07,champions,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,2
2023-08-07,champions,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-07,champions,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-07,champions,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,2
2023-08-07,champions,home_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-07,champions,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-07,epl,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-08-07,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-07,epl,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-07,epl,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,2
2023-08-07,epl,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-07,epl,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-08-07,epl,home_covered_spread,under_covered,3 or more,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .5,1
2023-08-07,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-07,europa,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-07,europa,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-07,europa,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-07,europa,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-07,europa,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-07,europa,home_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-07,europa,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-07,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2023-08-07,laliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-07,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-07,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,2
2023-08-07,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .25,1
2023-08-07,laliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-07,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-07,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .75,away win last 10 > .25,1
2023-08-07,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-07,ligue1,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .5,away win last 10 > .25,1
2023-08-07,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-07,ligue1,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2023-08-07,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-07,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-08-07,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .75,1
2023-08-07,womens_worldcup,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2023-08-07,womens_worldcup,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .75,away win last 10 > .5,1
2023-08-07,womens_worldcup,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 > .5,away win last 10 < .25,1
2023-08-07,womens_worldcup,home_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-07,womens_worldcup,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .5,1
2023-08-07,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-07,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-07,womens_worldcup,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 > .5,1
2023-08-14,bundesliga,away_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,bundesliga,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,bundesliga,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-08-14,bundesliga,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-14,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2023-08-14,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-14,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,bundesliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,bundesliga,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-14,champions,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,champions,away_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,champions,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-14,champions,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2023-08-14,champions,away_covered_spread,over_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-14,champions,away_covered_spread,under_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-14,champions,away_covered_spread,under_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,champions,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,champions,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-14,champions,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-14,champions,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-14,epl,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,epl,away_covered_spread,over_covered,3 or more,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-08-14,epl,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,epl,away_covered_spread,under_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-08-14,epl,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,3
2023-08-14,epl,home_covered_spread,under_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .5,1
2023-08-14,epl,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-08-14,europa,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,europa,away_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 < .25,1
2023-08-14,europa,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,europa,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-14,europa,home_covered_spread,over_covered,3 or more,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,europa,home_covered_spread,under_covered,less than 3,draw +300 to +500,draw hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,europa,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .25,1
2023-08-14,laliga,away_covered_spread,neither_total_hit,other total cat,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 < .25,1
2023-08-14,laliga,away_covered_spread,over_covered,3 or more,draw +300 to +500,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,laliga,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .5,away win last 10 < .25,1
2023-08-14,laliga,home_covered_spread,over_covered,less than 3,draw +300 to +500,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-08-14,laliga,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,laliga,home_covered_spread,under_covered,less than 3,draw +500 or greater,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,laliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 < .25,1
2023-08-14,laliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
2023-08-14,laliga,home_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .25,away win last 10 > .5,1
2023-08-14,ligue1,away_covered_spread,over_covered,3 or more,draw less than +300,draw didnt hit,home win last 10 > .5,away win last 10 > .25,1
2023-08-14,ligue1,away_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 < .25,away win last 10 > .5,1
2023-08-14,ligue1,away_covered_spread,under_covered,less than 3,draw less than +300,draw hit,home win last 10 > .75,away win last 10 > .5,1
2023-08-14,ligue1,home_covered_spread,over_covered,less than 3,draw less than +300,draw didnt hit,home win last 10 > .25,away win last 10 > .25,1
